Column1;name;business_status;PLZ;formatted_address;lat;lng
261;IQ Tankstelle;OPERATIONAL;2000;Donaukraftwerkstraﬂe 1, 2000 Stockerau;48.3749704;16.2380991
262;M&S Brennstoffhandels GmbH;OPERATIONAL;2000;Rudolf-Diesel-Straﬂe 1, 2000 Stockerau;48.3854942;16.1816033
263;OIL! Tankstelle;OPERATIONAL;2000;Wr. Str. 28-30, 2000 Stockerau;48.3859445;16.2326
264;OMV;OPERATIONAL;2000;Eduard Rˆsch-Straﬂe 6-8, 2000 Stockerau;48.38611;16.21863
265;A1 Tankstelle;OPERATIONAL;2000;Eduard Rˆsch-Straﬂe 69/73, 2000 Stockerau;48.3872544;16.2268311
266;bp;OPERATIONAL;2000;Pragerstraﬂe Hornerstraﬂe, 2000 Stockerau;48.3859163;16.1987578
267;Lagerhaus Tankstelle;OPERATIONAL;2000;Wienerstraﬂe 73, 2000 Stockerau;48.3861569;16.2383465
268;OMV;OPERATIONAL;2000;Autobahn A 22, 2000 Stockerau;48.3808564;16.2040774
269;JET Tankstelle;OPERATIONAL;2000;Hornerstraﬂe 99, 2000 Stockerau;48.388452;16.181997
270;Groiﬂ transport u. Trade Ges.m.b.H.;OPERATIONAL;2000;Josef-Jessernigg-Straﬂe 3, 2000 Stockerau;48.3879175;16.233345
271;M & S Brennstoffhandel Swoboda;OPERATIONAL;2000;Rudolf-Diesel-Straﬂe 1, 2000 Stockerau;48.3854492;16.1818485
272;Raiffeisen-Lagerhaus Hollabrunn-Horn eGen;OPERATIONAL;2002;Hauptstraﬂe 177, 2002 Groﬂmugl;48.4922713;16.2376469
273;Raiffeisen-Lagerhaus Hollabrunn-Horn eGen;OPERATIONAL;2011;Bahnstraﬂe 20, 2011 Sierndorf;48.43181260000001;16.1750285
274;Shell;OPERATIONAL;2013;Tullnerstraﬂe 486, 2013 Gˆllersdorf;48.4924082;16.1094012
275;Lagerhaus Genol Tankstelle;OPERATIONAL;2013;An der Bahn 216, 2013 Gˆllersdorf;48.4927696;16.1255854
276;Tankstelle Oberhofer;OPERATIONAL;2032;2032 Enzersdorf im Thale;48.5873618;16.2399917
277;Lagerhaus Genol Tankstelle;OPERATIONAL;2041;Wullersdorf, 2041 Wullersdorf;48.6293005;16.1019271
278;Genol;OPERATIONAL;2041;Parzelle 301, 2041 Wullersdorf;48.6173183;16.0932234
279;Raiffeisen-Lagerhaus Hollabrunn-Horn eGen;OPERATIONAL;2042;Grund 105, 2042 Guntersdorf;48.6427497;16.0522347
280;EnergieBox;OPERATIONAL;2042;Bahnhofsiedlung 87, 2042 Guntersdorf;48.6447209;16.0485993
281;Lagerhaus Genol Tankstelle;OPERATIONAL;2051;Zellerndorf 216, 2051 Zellerndorf;48.6978012;15.9661725
282;Lagerhaus Genol Tankstelle;OPERATIONAL;2054;Bahnstraﬂe 17, 2054 Haugsdorf;48.7092461;16.0720465
283;Diskont;OPERATIONAL;2061;Bundesstraﬂe 41, 2061 Hadres;48.7064435;16.1399889
284;Lagerhaus Genol Tankstelle;OPERATIONAL;2063;Zwingendorf 167, 2063 Zwingendorf;48.7055043;16.2368689
285;Shell;OPERATIONAL;2070;Kremserstraﬂe 24A, 2070 Retz;48.7535446;15.9520211
286;AVIA Xpress Tankstelle;OPERATIONAL;2070;Sandweg 4a, 2070 Retz;48.7578904;15.9594484
287;Pollak;OPERATIONAL;2070;Im Stadtfeld 2, 2070 Retz;48.753923;15.9583655
288;Independent;OPERATIONAL;2070;Hˆfleinerstraﬂe, 2070 Retz;48.75421499999999;15.9585192
289;Turmˆl Quick;OPERATIONAL;2091;Langau 215, 2091 Langau bei Geras;48.8294501;15.7159307
290;AWI Diskont Langau - Herbert Zotter;OPERATIONAL;2091;Langau 215, 2091 Langau bei Geras;48.8294501;15.7159307
291;Lagerhaus Werkst‰tte;OPERATIONAL;2094;Zissersdorf 96, 2094 Zissersdorf bei Geras;48.8257667;15.6322921
292;Tankstelle Dˆberl;OPERATIONAL;2095;Horner Str. 33, 2095 Drosendorf Stadt;48.8619244;15.6232237
293;EDS;OPERATIONAL;2100;Stockerauer Str. 43a, 2100 Korneuburg;48.3465528;16.329504
294;Shell;OPERATIONAL;2100;Wr. Str. 38, 2100 Korneuburg;48.3393139;16.3375889
295;eni Korneuburg;OPERATIONAL;2100;A22 Autobahn/Richtung Wien, 2100 Korneuburg;48.34802149999999;16.3201385
296;JET Tankstelle;OPERATIONAL;2100;Stockerauer Str. 108, 2100 Korneuburg;48.358127;16.314969
297;Eni;OPERATIONAL;2100;Wr. Str. 46, 2100 Korneuburg;48.33743639999999;16.3395076
298;Avanti;OPERATIONAL;2100;Wr. Str. 44, 2100 Korneuburg;48.33803899999999;16.3389603
299;Eni;OPERATIONAL;2100;Donauufer Autobahn Richtung Stockerau, A22, 2100 Korneuburg;48.3472369;16.319142
300;Bundesstraﬂe 130, 2120 Bisamberg;OPERATIONAL;2102;Bundesstr. 130, 2102 Bisamberg;48.3328672;16.345122
301;Fahrrad Selbstbedienungs Werkstatt / Radservice-Station / Bicycle self-service repair (einfaches Werkzeug, Luftpumpe, Aufh‰ngung);OPERATIONAL;2103;Barwichgasse 39, 2103 Langenzersdorf;48.3004733;16.3499823
302;Hoyer Partner - Tankstelle M-Oil, Langenzersdorf;OPERATIONAL;2103;Pappelstraﬂe 2, 2103 Langenzersdorf;48.2865662;16.3630414
303;Avanti;OPERATIONAL;2103;Wr. Str. 176-196, 2103 Langenzersdorf;48.2998986;16.3737712
304;Diskont Tankstelle;OPERATIONAL;2103;Wr. Str. 210-218, 2103 Langenzersdorf;48.29752269999999;16.3754992
305;tankpool24;OPERATIONAL;2103;Pappelstraﬂe 2, 2103 Langenzersdorf;48.2865654;16.3631347
306;Leonhard Bˆhm Transport GmbH & Co KG;OPERATIONAL;2103;Pappelstraﬂe 2, 2103 Langenzersdorf;48.2866138;16.3628807
307;Diskont Tankstelle;OPERATIONAL;2115;Wienerstraﬂe 1, 2115 Ernstbrunn;48.5257233;16.3791052
308;Lagerhaus Genol Tankstelle;OPERATIONAL;2115;Wienerstraﬂe 2, 2115 Ernstbrunn;48.52554019999999;16.37816
309;Hofer-Diskont;OPERATIONAL;2115;Wienerstraﬂe 1, 2115 Ernstbrunn;48.5261934;16.3789383
310;Independent;OPERATIONAL;2115;Wienerstraﬂe 1, 2115 Ernstbrunn;48.5257049;16.3792629
311;DISKONT Tankstelle am HOFER Parkplatz;OPERATIONAL;2115;Wiener-Straﬂe 8 (am HOFER Parkplatz, 2115 Ernstbrunn;48.5257263;16.3791215
312;Eni Tankstelle;OPERATIONAL;2120;Wienerstraﬂe 31, 2120 Wolkersdorf im Weinviertel;48.37837510000001;16.5104679
313;Monetti Gesmbh;OPERATIONAL;2120;Wienerstraﬂe 40, 2120 Wolkersdorf im Weinviertel;48.38074;16.511714
314;Lagerhaus Genol Tankstelle;OPERATIONAL;2120;Winzerstraﬂe 3, 2120 Wolkersdorf im Weinviertel;48.3768734;16.5087637
315;Autohaus Lamberg;OPERATIONAL;2120;Industriestraﬂe 5, 2120 Wolkersdorf im Weinviertel;48.3794455;16.506638
316;freie Tankstelle;OPERATIONAL;2123;Bahnstraﬂe 107, 2123 Schleinbach;48.4197527;16.493504
